@RELATION POS_TAG
@ATTRIBUTE text string
@ATTRIBUTE pre_tag {ADJ, ADP, ADV, AUX, CCONJ, DET, INTJ, NOUN, NUM, PART, PRON, PROPN, PUNCT, SCONJ, SYM, VERB, X, NULL}
@ATTRIBUTE class {ADJ, ADP, ADV, AUX, CCONJ, DET, INTJ, NOUN, NUM, PART, PRON, PROPN, PUNCT, SCONJ, SYM, VERB, X}

@DATA
(tanya),NOUN,PUNCT
Pada,NULL,ADP
tahun,ADP,NOUN
1973,NOUN,NUM
(koma),NUM,PUNCT
film,PUNCT,NOUN
Limelight,NOUN,PROPN
(bukakurung),PROPN,PUNCT
1952,PUNCT,NUM
(tutupkurung),NUM,PUNCT
mendapat,PUNCT,VERB
penghargaan,VERB,NOUN
Oscar,NOUN,PROPN
untuk,PROPN,ADP
Academy,ADP,PROPN
Award,PROPN,PROPN
untuk,PROPN,ADP
Ilustrasi,ADP,PROPN
Musik,PROPN,PROPN
Asli,PROPN,PROPN
(bukakurung),PROPN,PUNCT
Best,PUNCT,PROPN
Music,PROPN,PROPN
in,PROPN,PROPN
an,PROPN,PROPN
Original,PROPN,PROPN
Dramatic,PROPN,PROPN
Score,PROPN,PROPN
(tutupkurung),PROPN,PUNCT
(titik),PUNCT,PUNCT
Glenn,NULL,PROPN
Danzig,PROPN,PROPN
lebih,PROPN,ADV
jauhnya,ADV,ADV
jadi,ADV,VERB
tak,VERB,ADV
punya,ADV,VERB
semangat,VERB,ADV
lagi,ADV,ADV
akan,ADV,ADV
The,ADV,PROPN
Misfits,PROPN,PROPN
dan,PROPN,CCONJ
mulai,CCONJ,VERB
mengaudisi,VERB,VERB
beberapa,VERB,DET
musisi,DET,NOUN
untuk,NOUN,ADP
mendampinginya,ADP,NOUN
dalam,NOUN,ADP
proyek,ADP,NOUN
band,NOUN,NOUN
baru,NOUN,ADJ
yang,ADJ,PRON
akan,PRON,ADV
segera,ADV,ADV
dia,ADV,PRON
bentuk,PRON,NOUN
(titik),NOUN,PUNCT
Selanjutnya,NULL,ADV
(koma),ADV,PUNCT
orang,PUNCT,NOUN
yang,NOUN,PRON
disebut,PRON,VERB
Eboshi,VERB,PROPN
(kurang),PROPN,PUNCT
oya,PUNCT,PROPN
(bukakurung),PROPN,PUNCT
orang,PUNCT,NOUN
dewasa,NOUN,ADJ
yang,ADJ,PRON
bersedia,PRON,VERB
menjadi,VERB,VERB
wali,VERB,NOUN
(tutupkurung),NOUN,PUNCT
memakaikan,PUNCT,VERB
kanmuri,VERB,NOUN
di,NOUN,ADP
atas,ADP,NOUN
kepala,NOUN,NOUN
anak,NOUN,NOUN
yang,NOUN,PRON
diupacarakan,PRON,VERB
(titik),VERB,PUNCT
Sebagian,NULL,DET
besar,DET,ADJ
penduduknya,ADJ,NOUN
bermatapencaharian,NOUN,VERB
petani,VERB,NOUN
(titik),NOUN,PUNCT
Ibu,NULL,NOUN
kotanya,NOUN,NOUN
ialah,NOUN,AUX
Chita,AUX,PROPN
(titik),PROPN,PUNCT
Pada,NULL,ADP
umumnya,ADP,NOUN
alat,NOUN,NOUN
penangkap,NOUN,NOUN
ikan,NOUN,NOUN
masih,NOUN,ADV
tradisional,ADV,ADJ
terdiri,ADJ,VERB
dari,VERB,ADP
pukat,ADP,NOUN
kantong,NOUN,NOUN
sebanyak,NOUN,ADP
59,ADP,NUM
unit,NUM,NOUN
(koma),NOUN,PUNCT
pukat,PUNCT,NOUN
cincin,NOUN,NOUN
5,NOUN,NUM
unit,NUM,NOUN
jaring,NOUN,NOUN
insang,NOUN,NOUN
553,NOUN,NUM
unit,NUM,NOUN
jaring,NOUN,NOUN
angkat,NOUN,NOUN
76,NOUN,NUM
unit,NUM,NOUN
pancing,NOUN,NOUN
28.130,NOUN,NUM
unit,NUM,NOUN
(koma),NOUN,PUNCT
perangkap,PUNCT,NOUN
1.742,NOUN,NUM
unit,NUM,NOUN
dan,NOUN,CCONJ
lainnya,CCONJ,ADJ
sebanyak,ADJ,ADP
1.498,ADP,NUM
unit,NUM,NOUN
(titik),NOUN,PUNCT
Dan,NULL,CCONJ
bagaimanakah,CCONJ,ADV
Malin,ADV,PROPN
Kundang,PROPN,PROPN
yang,PROPN,PRON
sudah,PRON,ADV
menjadi,ADV,VERB
orang,VERB,NOUN
Jakarta,NOUN,PROPN
(tanya),PROPN,PUNCT
Pada,NULL,ADP
tanggal,ADP,NOUN
27,NOUN,NUM
Januari,NUM,PROPN
1820,PROPN,NUM
Fabian,NUM,PROPN
Gottlieb,PROPN,PROPN
von,PROPN,PROPN
Bellingshausen,PROPN,PROPN
membuat,PROPN,VERB
pengamatan,VERB,NOUN
pertama,NOUN,ADJ
yang,ADJ,PRON
terkonfirmasi,PRON,VERB
tentang,VERB,ADP
Terra,ADP,PROPN
Australis,PROPN,PROPN
(bukakurung),PROPN,PUNCT
Antartika,PUNCT,PROPN
(tutupkurung),PROPN,PUNCT
karena,PUNCT,SCONJ
ia,SCONJ,PRON
berlayar,PRON,VERB
di,VERB,ADP
Laut,ADP,PROPN
Raja,PROPN,PROPN
Haakon,PROPN,PROPN
VII,PROPN,NUM
dekat,NUM,ADJ
Gunung,ADJ,PROPN
es,PROPN,PROPN
Fimbul,PROPN,PROPN
di,PROPN,ADP
Kronprinsesse,ADP,PROPN
Märtha,PROPN,PROPN
Kyst,PROPN,PROPN
(titik),PROPN,PUNCT
Daerah,PUNCT,NOUN
ini,NOUN,DET
dinamai,DET,VERB
untuk,VERB,ADP
menghormati,ADP,VERB
Raja,VERB,PROPN
Haakon,PROPN,PROPN
VII,PROPN,NUM
(koma),NUM,PUNCT
raja,PUNCT,NOUN
pertama,NOUN,ADJ
Norwegia,ADJ,PROPN
(bukakurung),PROPN,PUNCT
setelah,PUNCT,ADP
pembubaran,ADP,NOUN
dari,NOUN,ADP
Swedia,ADP,PROPN
(tutupkurung),PROPN,PUNCT
pada,PUNCT,ADP
tahun,ADP,NOUN
1905,NOUN,NUM
(kurang),NUM,PUNCT
1957,PUNCT,NUM
(titik),NUM,PUNCT
Buah,NULL,NOUN
polong,NOUN,NOUN
cokelat,NOUN,ADJ
gelap,ADJ,ADJ
(koma),ADJ,PUNCT
membelulang,PUNCT,VERB
(koma),VERB,PUNCT
tipis,PUNCT,ADJ
rata,ADJ,ADV
(koma),ADV,PUNCT
sedikit,PUNCT,ADV
membenjol,ADV,VERB
pada,VERB,ADP
biji,ADP,NOUN
(koma),NOUN,PUNCT
lurus,PUNCT,ADJ
atau,ADJ,CCONJ
membengkok,CCONJ,VERB
(koma),VERB,PUNCT
9,PUNCT,NUM
–,NUM,PUNCT
18,PUNCT,NUM
cm,NUM,SYM
×,SYM,NOUN
0,NOUN,NUM
(koma),NUM,PUNCT
8,PUNCT,NUM
–,NUM,PUNCT
1,PUNCT,NUM
cm,NUM,SYM
(koma),SYM,PUNCT
dengan,PUNCT,ADP
urat,ADP,NOUN
(kurang),NOUN,PUNCT
urat,PUNCT,NOUN
yang,NOUN,PRON
membujur,PRON,VERB
memanjang,VERB,VERB
buah,VERB,NOUN
(koma),NOUN,PUNCT
memecah,PUNCT,VERB
pada,VERB,ADP
kedua,ADP,NUM
kampuhnya,NUM,NOUN
(titik),NOUN,PUNCT
Ibukotanya,NULL,NOUN
adalahMława,NOUN,VERB
(titik),VERB,PUNCT
Powiat,PUNCT,NOUN
ini,NOUN,DET
letaknya,DET,NOUN
ada,NOUN,VERB
di,VERB,ADP
provinsi,ADP,PROPN
Mazowia,PROPN,PROPN
dan,PROPN,CCONJ
pada,CCONJ,ADP
tahun,ADP,NOUN
2005,NOUN,NUM
memiliki,NUM,VERB
penduduk,VERB,NOUN
73.438,NOUN,NUM
jiwa,NUM,NOUN
(titik),NOUN,PUNCT
Akan,NULL,ADV
dapat,ADV,ADV
menghalangi,ADV,VERB
kecerdasan,VERB,NOUN
(koma),NOUN,PUNCT
membunuh,PUNCT,VERB
tekad,VERB,NOUN
dan,NOUN,CCONJ
cita,CCONJ,NOUN
(kurang),NOUN,PUNCT
cita,PUNCT,NOUN
luhur,NOUN,ADJ
(titik),ADJ,PUNCT
Ayahnya,NULL,PROPN
(koma),PROPN,PUNCT
Raden,PUNCT,PROPN
Machmud,PROPN,PROPN
adalah,PROPN,AUX
seorang,AUX,DET
mangkubumi,DET,NOUN
di,NOUN,ADP
kerajaan,ADP,NOUN
dan,NOUN,CCONJ
saudara,CCONJ,NOUN
dari,NOUN,ADP
Raja,ADP,PROPN
Sintang,PROPN,PROPN
yakni,PROPN,SCONJ
Sultan,SCONJ,PROPN
Adi,PROPN,PROPN
Abdul,PROPN,PROPN
Rasyid,PROPN,PROPN
Muhammad,PROPN,PROPN
Jalaluddin,PROPN,PROPN
(titik),PROPN,PUNCT
Ini,NULL,DET
menyebabkan,DET,VERB
gambar,VERB,NOUN
tersebut,NOUN,DET
bersifat,DET,VERB
ambigu,VERB,ADJ
(titikkoma),ADJ,PUNCT
bisa,PUNCT,ADV
ditafsirkan,ADV,VERB
dengan,VERB,ADP
dua,ADP,NUM
cara,NUM,NOUN
yang,NOUN,PRON
berbeda,PRON,VERB
(titik),VERB,PUNCT
Ayahnya,NULL,VERB
adalah,VERB,AUX
Sultan,AUX,PROPN
Bayazid,PROPN,PROPN
II,PROPN,NUM
(bukakurung),NUM,PUNCT
1481,PUNCT,NUM
(kurang),NUM,PUNCT
1512,PUNCT,NUM
(tutupkurung),NUM,PUNCT
(titik),PUNCT,PUNCT
Kini,NULL,NOUN
dimiliki,NOUN,VERB
oleh,VERB,ADP
True,ADP,PROPN
Corporation,PROPN,PROPN
(koma),PROPN,PUNCT
perusahaan,PUNCT,NOUN
ini,NOUN,DET
sebelumnya,DET,ADV
dikenal,ADV,VERB
sebagai,VERB,ADP
United,ADP,PROPN
Broadcasting,PROPN,PROPN
Corporation,PROPN,PROPN
(bukakurung),PROPN,PUNCT
UBC,PUNCT,PROPN
(tutupkurung),PROPN,PUNCT
(koma),PUNCT,PUNCT
tapi,PUNCT,SCONJ
itu,SCONJ,NOUN
diganti,NOUN,VERB
namanya,VERB,NOUN
pada,NOUN,ADP
Februari,ADP,PROPN
2007,PROPN,NUM
(titik),NUM,PUNCT
Menjadi,NULL,NOUN
murid,NOUN,NOUN
pada,NOUN,ADP
zaman,ADP,NOUN
itu,NOUN,DET
harus,DET,ADV
mempunyai,ADV,VERB
mental,VERB,NOUN
yang,NOUN,PRON
sangat,PRON,ADV
kuat,ADV,ADJ
dan,ADJ,CCONJ
harus,CCONJ,ADV
disertai,ADV,VERB
fisik,VERB,NOUN
yang,NOUN,PRON
betul,PRON,ADJ
–,ADJ,PUNCT
betul,PUNCT,ADJ
sehat,ADJ,ADJ
(koma),ADJ,PUNCT
karena,PUNCT,SCONJ
didalam,SCONJ,ADP
duapuluh,ADP,NUM
empat,NUM,NUM
jam,NUM,NOUN
harus,NOUN,ADV
bekerja,ADV,VERB
dari,VERB,ADP
jam,ADP,NOUN
17.00,NOUN,NUM
sampai,NUM,ADP
jam,ADP,NOUN
05.00,NOUN,NUM
pagi,NUM,NOUN
hari,NOUN,NOUN
berikutnya,NOUN,ADJ
(titik),ADJ,PUNCT
Karena,NULL,SCONJ
masa,SCONJ,NOUN
hidup,NOUN,ADJ
Zwingli,ADJ,PROPN
berbarengan,PROPN,VERB
dengan,VERB,ADP
masa,ADP,NOUN
hidup,NOUN,ADJ
Luther,ADJ,PROPN
(koma),PROPN,PUNCT
dan,PUNCT,CCONJ
karena,CCONJ,SCONJ
Zwingli,SCONJ,PROPN
menolak,PROPN,VERB
tahbisan,VERB,NOUN
imam,NOUN,NOUN
Katolik,NOUN,PROPN
Roma,PROPN,PROPN
hanya,PROPN,ADV
beberapa,ADV,DET
tahun,DET,NOUN
setelah,NOUN,ADP
Luther,ADP,PROPN
(koma),PROPN,PUNCT
tampaknya,PUNCT,ADV
Zwingli,ADV,PROPN
telah,PROPN,ADV
dibayang,ADV,VERB
(kurang),VERB,PUNCT
bayangi,PUNCT,VERB
oleh,VERB,ADP
sumbangan,ADP,NOUN
Luther,NOUN,PROPN
dan,PROPN,CCONJ
Calvin,CCONJ,PROPN
terhadap,PROPN,ADP
Reformasi,ADP,NOUN
(titik),NOUN,PUNCT
Antara,NULL,ADP
yang,ADP,PRON
memuji,PRON,VERB
beliau,VERB,PRON
adalah,PRON,AUX
Datuk,AUX,ADP
Yusof,ADP,PROPN
Haslam,PROPN,PROPN
yang,PROPN,PRON
digelar,PRON,VERB
(petikdua),VERB,PUNCT
Six,PUNCT,PROPN
Million,PROPN,PROPN
Dollar,PROPN,PROPN
Man,PROPN,PROPN
(petikdua),PROPN,PUNCT
(titik),PUNCT,PUNCT
David,PUNCT,PROPN
Teo,PROPN,PROPN
sebagai,PROPN,ADP
penerbit,ADP,NOUN
dan,NOUN,CCONJ
juga,CCONJ,ADV
Ketua,ADV,PROPN
Pegawai,PROPN,PROPN
Esekutif,PROPN,PROPN
(bukakurung),PROPN,PUNCT
CEO,PUNCT,PROPN
(tutupkurung),PROPN,PUNCT
Metrowealth,PUNCT,PROPN
International,PROPN,PROPN
Group,PROPN,NOUN
(bukakurung),NOUN,PUNCT
MIG,PUNCT,PROPN
(tutupkurung),PROPN,PUNCT
juga,PUNCT,ADV
menganggap,ADV,VERB
Cicak,VERB,PROPN
(kurang),PROPN,PUNCT
Man,PUNCT,PROPN
sebagai,PROPN,ADP
satu,ADP,NUM
keajaiban,NUM,NOUN
dengan,NOUN,ADP
sambutan,ADP,NOUN
dan,NOUN,CCONJ
kelainan,CCONJ,NOUN
yang,NOUN,PRON
ditonjolkan,PRON,VERB
dalam,VERB,ADP
industri,ADP,NOUN
perfileman,NOUN,NOUN
Malaysia,NOUN,PROPN
(titik),PROPN,PUNCT
Melalui,NULL,ADP
demonstrasi,ADP,NOUN
yang,NOUN,PRON
ditunjukkannya,PRON,VERB
pada,VERB,ADP
mikrokernel,ADP,NOUN
L4,NOUN,PROPN
(koma),PROPN,PUNCT
ia,PUNCT,PRON
berhasil,PRON,VERB
menujukkan,VERB,VERB
bahwa,VERB,SCONJ
dengan,SCONJ,ADP
menggunakan,ADP,VERB
disain,VERB,NOUN
dan,NOUN,CCONJ
implementasi,CCONJ,NOUN
yang,NOUN,PRON
dirancang,PRON,VERB
dengan,VERB,ADP
baik,ADP,ADJ
serta,ADJ,CCONJ
konsisten,CCONJ,ADJ
dalam,ADJ,ADP
menerapkan,ADP,VERB
prinsip,VERB,NOUN
(kurang),NOUN,PUNCT
prinsip,PUNCT,NOUN
minimalitas,NOUN,NOUN
(koma),NOUN,PUNCT
permasalahan,PUNCT,NOUN
yang,NOUN,PRON
terkait,PRON,VERB
dengan,VERB,ADP
IPC,ADP,PROPN
bisa,PROPN,ADV
diminimalisir,ADV,VERB
(titik),VERB,PUNCT
Konsumsi,NULL,PROPN
energi,PROPN,NOUN
per,NOUN,ADP
kapita,ADP,NOUN
adalah,NOUN,AUX
7,AUX,NUM
(koma),NUM,PUNCT
8,PUNCT,NUM
ton,NUM,NOUN
kesetaraan,NOUN,NOUN
minyak,NOUN,NOUN
per,NOUN,ADP
tahun,ADP,NOUN
(titikkoma),NOUN,PUNCT
tertinggi,PUNCT,ADJ
ke,ADJ,NUM
(kurang),NUM,PUNCT
10,PUNCT,NUM
di,NUM,ADP
dunia,ADP,NOUN
(titik),NOUN,PUNCT
Saat,NULL,ADP
dibandingkan,ADP,VERB
dengan,VERB,ADP
Wasu,ADP,PROPN
(koma),PROPN,PUNCT
Papua,PUNCT,PROPN
Nugini,PROPN,PROPN
(koma),PROPN,PUNCT
kedua,PUNCT,NUM
kota,NUM,NOUN
ini,NOUN,DET
adalah,DET,AUX
yang,AUX,PRON
paling,PRON,ADV
jauh,ADV,ADJ
(koma),ADJ,PUNCT
dalam,PUNCT,ADP
hal,ADP,NOUN
jumlah,NOUN,NOUN
penerbangan,NOUN,NOUN
(koma),NOUN,PUNCT
di,PUNCT,ADP
dalam,ADP,ADP
jaringan,ADP,NOUN
transportasi,NOUN,NOUN
udara,NOUN,NOUN
dunia,NOUN,NOUN
(titik),NOUN,PUNCT
Deklarasi,NULL,PROPN
(kurang),PROPN,PUNCT
deklarasi,PUNCT,NOUN
yang,NOUN,PRON
dihasilkan,PRON,VERB
belakangan,VERB,NOUN
ini,NOUN,DET
menyiratkan,DET,VERB
bahwa,VERB,SCONJ
Tahta,SCONJ,PROPN
Suci,PROPN,PROPN
kini,PROPN,ADV
menganggap,ADV,VERB
dirinya,VERB,PRON
berada,PRON,VERB
dalam,VERB,ADP
persekutuan,ADP,NOUN
yang,NOUN,PRON
tidak,PRON,PART
penuh,PART,ADJ
dengan,ADJ,ADP
patriarkat,ADP,NOUN
(kurang),NOUN,PUNCT
patriarkat,PUNCT,NOUN
lainnya,NOUN,ADJ
(titik),ADJ,PUNCT
Kepala,NULL,NOUN
pemerintahan,NOUN,NOUN
adalah,NOUN,AUX
seorang,AUX,DET
perdana,DET,NOUN
menteri,NOUN,NOUN
yang,NOUN,PRON
ditunjuk,PRON,VERB
oleh,VERB,ADP
presiden,ADP,NOUN
dengan,NOUN,ADP
persetujuan,ADP,NOUN
dari,NOUN,ADP
parlemen,ADP,NOUN
(titik),NOUN,PUNCT
Masa,NULL,NOUN
jabatan,NOUN,NOUN
Muhammad,NOUN,PROPN
telah,PROPN,ADV
berlangsung,ADV,VERB
dari,VERB,ADP
21,ADP,NUM
April,NUM,PROPN
1980,PROPN,NUM
hingga,NUM,ADP
24,ADP,NUM
Januari,NUM,PROPN
1986,PROPN,NUM
(titik),NUM,PUNCT
Hutan,NULL,NOUN
hujan,NOUN,NOUN
tropika,NOUN,NOUN
atau,NOUN,CCONJ
sering,CCONJ,ADV
juga,ADV,ADV
ditulis,ADV,VERB
sebagai,VERB,ADP
hutan,ADP,NOUN
hujan,NOUN,NOUN
tropis,NOUN,ADJ
adalah,ADJ,AUX
bioma,AUX,NOUN
berupa,NOUN,ADP
hutan,ADP,NOUN
yang,NOUN,PRON
selalu,PRON,ADV
basah,ADV,ADJ
atau,ADJ,CCONJ
lembap,CCONJ,ADJ
(koma),ADJ,PUNCT
yang,PUNCT,PRON
dapat,PRON,ADV
ditemui,ADV,VERB
di,VERB,ADP
wilayah,ADP,NOUN
sekitar,NOUN,ADP
khatulistiwa,ADP,NOUN
(titikkoma),NOUN,PUNCT
yakni,PUNCT,SCONJ
kurang,SCONJ,ADV
lebih,ADV,ADV
pada,ADV,ADP
lintang,ADP,NOUN
0,NOUN,NUM
°,NUM,SYM
–,SYM,NUM
10,NUM,NUM
°,NUM,SYM
ke,SYM,ADP
utara,ADP,NOUN
dan,NOUN,CCONJ
ke,CCONJ,ADP
selatan,ADP,NOUN
garis,NOUN,NOUN
khatulistiwa,NOUN,NOUN
(titik),NOUN,PUNCT
Butuh,NULL,VERB
waktu,VERB,NOUN
selama,NOUN,ADP
tiga,ADP,NUM
tahun,NUM,NOUN
untuk,NOUN,ADP
memindahkan,ADP,VERB
semua,VERB,DET
bebatuan,DET,NOUN
yang,NOUN,PRON
ada,PRON,VERB
di,VERB,ADP
tempat,ADP,NOUN
itu,NOUN,DET
ke,DET,ADP
rumah,ADP,NOUN
barunya,NOUN,ADJ
(titik),ADJ,PUNCT
Interpretasi,NULL,PROPN
Yesuit,PROPN,PROPN
dari,PROPN,ADP
strategi,ADP,NOUN
ini,NOUN,DET
khususnya,DET,ADJ
dilaksanakan,ADJ,VERB
di,VERB,ADP
sebuah,ADP,DET
area,DET,NOUN
yang,NOUN,PRON
saat,PRON,NOUN
ini,NOUN,DET
adalah,DET,AUX
Paraguay,AUX,PROPN
di,PROPN,ADP
antara,ADP,ADP
kaum,ADP,NOUN
Indian,NOUN,NOUN
Tupi,NOUN,PROPN
dan,PROPN,CCONJ
Guarani,CCONJ,PROPN
(titik),PROPN,PUNCT
Saat,NULL,SCONJ
di,SCONJ,ADP
Mesir,ADP,PROPN
(koma),PROPN,PUNCT
Lane,PUNCT,PROPN
belajar,PROPN,VERB
tentang,VERB,ADP
bahasa,ADP,NOUN
dan,NOUN,CCONJ
literatur,CCONJ,NOUN
Arab,NOUN,PROPN
dan,PROPN,CCONJ
Islam,CCONJ,PROPN
(titik),PROPN,PUNCT
dengan,NULL,ADP
cara,ADP,NOUN
ini,NOUN,DET
jaringan,DET,NOUN
yang,NOUN,PRON
sakit,PRON,ADJ
atau,ADJ,CCONJ
terluka,CCONJ,VERB
dapat,VERB,ADV
dibuang,ADV,VERB
dan,VERB,CCONJ
penyembuhannya,CCONJ,NOUN
dimungkinkan,NOUN,VERB
Sebagai,VERB,ADP
hasil,ADP,NOUN
kerja,NOUN,NOUN
fagositik,NOUN,PROPN
dari,PROPN,ADP
sel,ADP,NOUN
darah,NOUN,NOUN
putih,NOUN,ADJ
(koma),ADJ,PUNCT
peradangan,PUNCT,NOUN
dapat,NOUN,ADV
dihentikan,ADV,VERB
sama,VERB,ADJ
sekali,ADJ,ADV
(titik),ADV,PUNCT
Nama,NULL,NOUN
Baby,NOUN,PROPN
Jane,PROPN,PROPN
terpampang,PROPN,VERB
jelas,VERB,ADJ
di,ADJ,ADP
bagian,ADP,NOUN
plat,NOUN,NOUN
mobil,NOUN,NOUN
yang,NOUN,PRON
dikendarai,PRON,VERB
olehnya,VERB,NOUN
dan,NOUN,CCONJ
di,CCONJ,ADP
depan,ADP,ADP
pintu,ADP,NOUN
ruang,NOUN,NOUN
gantinya,NOUN,NOUN
(titik),NOUN,PUNCT
Nominasi,NULL,PROPN
Desain,PROPN,PROPN
Kostum,PROPN,PROPN
Terbaik,PROPN,PROPN
(bukakurung),PROPN,PUNCT
Oscar,PUNCT,PROPN
(tutupkurung),PROPN,PUNCT
Untuk,PUNCT,ADP
Margaret,ADP,PROPN
Furse,PROPN,PROPN
Nominasi,PROPN,PROPN
Tata,PROPN,PROPN
Artistik,PROPN,PROPN
Terbaik,PROPN,PROPN
(bukakurung),PROPN,PUNCT
Oscar,PUNCT,PROPN
(tutupkurung),PROPN,PUNCT
Untuk,PUNCT,ADP
Terence,ADP,PROPN
Marsh,PROPN,PROPN
(koma),PROPN,PUNCT
Robert,PUNCT,PROPN
Cartwright,PROPN,PROPN
dan,PROPN,CCONJ
Pamela,CCONJ,PROPN
Cornell,PROPN,PROPN
Nominasi,PROPN,PROPN
Lagu,PROPN,PROPN
Orisinil,PROPN,PROPN
Terbaik,PROPN,PROPN
(bukakurung),PROPN,PUNCT
Oscar,PUNCT,PROPN
(tutupkurung),PROPN,PUNCT
Untuk,PUNCT,ADP
Leslie,ADP,PROPN
Bricusse,PROPN,PROPN
Nominasi,PROPN,PROPN
Musik,PROPN,PROPN
Orisinil,PROPN,PROPN
Terbaik,PROPN,PROPN
(bukakurung),PROPN,PUNCT
Oscar,PUNCT,PROPN
(tutupkurung),PROPN,PUNCT
Untuk,PUNCT,ADP
Leslie,ADP,PROPN
Bricusse,PROPN,PROPN
(koma),PROPN,PUNCT
Ian,PUNCT,PROPN
Fraser,PROPN,PROPN
(koma),PROPN,PUNCT
Herbert,PUNCT,PROPN
W,PROPN,PROPN
(titik),PROPN,PUNCT
Spencer,PUNCT,PROPN
Nominasi,PROPN,PROPN
Tata,PROPN,PROPN
Artistik,PROPN,PROPN
Terbaik,PROPN,PROPN
(bukakurung),PROPN,PUNCT
BAFTA,PUNCT,PROPN
Film,PROPN,PROPN
Award,PROPN,PROPN
(tutupkurung),PROPN,PUNCT
Untuk,PUNCT,ADP
Terence,ADP,PROPN
Marsh,PROPN,PROPN
Pemenang,PROPN,PROPN
Aktor,PROPN,PROPN
Terbaik,PROPN,PROPN
(kurang),PROPN,PUNCT
Musical,PUNCT,PROPN
(slice),PROPN,SYM
Comedy,SYM,PROPN
(bukakurung),PROPN,PUNCT
Golden,PUNCT,PROPN
Globe,PROPN,PROPN
(tutupkurung),PROPN,PUNCT
Untuk,PUNCT,ADP
Albert,ADP,PROPN
Finney,PROPN,PROPN
Nominasi,PROPN,PROPN
Lagu,PROPN,PROPN
Orisinil,PROPN,PROPN
Terbaik,PROPN,PROPN
(bukakurung),PROPN,PUNCT
Golden,PUNCT,PROPN
Globe,PROPN,PROPN
(tutupkurung),PROPN,PUNCT
Untuk,PUNCT,ADP
Leslie,ADP,PROPN
Bricusse,PROPN,PROPN
Nominasi,PROPN,PROPN
Musik,PROPN,PROPN
Orisinil,PROPN,PROPN
Terbaik,PROPN,PROPN
(bukakurung),PROPN,PUNCT
Golden,PUNCT,PROPN
Globe,PROPN,PROPN
(tutupkurung),PROPN,PUNCT
Untuk,PUNCT,ADP
Leslie,ADP,PROPN
Bricusse,PROPN,PROPN
(koma),PROPN,PUNCT
Ian,PUNCT,PROPN
Fraser,PROPN,PROPN
dan,PROPN,CCONJ
Herbert,CCONJ,PROPN
W,PROPN,PROPN
(titik),PROPN,PUNCT
Spencer,PUNCT,PROPN
Nominasi,PROPN,PROPN
Skenario,PROPN,PROPN
Terbaik,PROPN,PROPN
(bukakurung),PROPN,PUNCT
Golden,PUNCT,PROPN
Globe,PROPN,PROPN
(tutupkurung),PROPN,PUNCT
Untuk,PUNCT,ADP
Leslie,ADP,PROPN
Bricusse,PROPN,PROPN
Pemenang,PROPN,PROPN
Best,PROPN,PROPN
Comedy,PROPN,PROPN
Performance,PROPN,PROPN
(koma),PROPN,PUNCT
Male,PUNCT,PROPN
(bukakurung),PROPN,PUNCT
Golden,PUNCT,PROPN
Laurel,PROPN,PROPN
(tutupkurung),PROPN,PUNCT
untuk,PUNCT,ADP
Albert,ADP,PROPN
Finney,PROPN,PROPN
4th,PROPN,PROPN
Place,PROPN,PROPN
Walaupun,NULL,SCONJ
demikian,SCONJ,ADV
(koma),ADV,PUNCT
keduanya,PUNCT,NOUN
dapat,NOUN,ADV
dibedakan,ADV,VERB
melalui,VERB,ADP
bulu,ADP,NOUN
dan,NOUN,CCONJ
dagu,CCONJ,NOUN
jalak,NOUN,NOUN
thailand,NOUN,PROPN
berwarna,PROPN,VERB
putih,VERB,ADJ
semuanya,ADJ,NOUN
(titik),NOUN,PUNCT
Bagaimana,NULL,ADV
mungkin,ADV,ADV
sebuah,ADV,DET
fakultas,DET,NOUN
yang,NOUN,PRON
gedungnya,PRON,VERB
saja,VERB,ADV
masih,ADV,ADV
jauh,ADV,ADJ
dari,ADJ,ADP
layak,ADP,ADJ
bisa,ADJ,ADV
mendidik,ADV,VERB
mahasiswa,VERB,NOUN
hingga,NOUN,ADP
menjadi,ADP,VERB
sarjana,VERB,NOUN
ilmu,NOUN,NOUN
sosial,NOUN,NOUN
yang,NOUN,PRON
bermutu,PRON,VERB
(tanya),VERB,PUNCT
(petikdua),NULL,PUNCT
Hello,PUNCT,PROPN
(petikdua),PROPN,PUNCT
berhasil,PUNCT,VERB
menjadikannya,VERB,VERB
front,VERB,ADJ
(kurang),ADJ,PUNCT
runner,PUNCT,PROPN
pada,PROPN,ADP
acara,ADP,NOUN
tersebut,NOUN,DET
(titik),DET,PUNCT
Saalkreis,NULL,PROPN
adalah,PROPN,AUX
sebuah,AUX,DET
Landkreis,DET,PROPN
di,PROPN,ADP
sebelah,ADP,ADP
selatan,ADP,NOUN
Sachsen,NOUN,PROPN
(kurang),PROPN,PUNCT
Anhalt,PUNCT,PROPN
(koma),PROPN,PUNCT
Jerman,PUNCT,PROPN
(titik),PROPN,PUNCT
Ia,NULL,PRON
menyebut,PRON,VERB
penemuannya,VERB,NOUN
ini,NOUN,DET
dengan,DET,ADP
“,ADP,PUNCT
recording,PUNCT,PROPN
telegraph,PROPN,PROPN
”,PROPN,PUNCT
(bukakurung),PUNCT,PUNCT
teleraf,PUNCT,NOUN
perekam,NOUN,NOUN
(tutupkurung),NOUN,PUNCT
(titik),PUNCT,PUNCT
Sir,NULL,PROPN
